1	30.23590912	-97.79513958	22847
2	40.64388454	-73.7828064	23261
3	39.0442361	-94.62074339	17602
4	38.99277608	-94.5952756	17236
5	37.76623674	-96.98147893	232292
6	34.18564603	-97.16569783	64830
7	48.86337875	2.333328717	1500177
8	45.20248367	-0.746830983	1493267
9	44.72474594	5.03296136	1441698
10	46.13026002	6.516775058	1422219
11	50.38100544	3.430709991	1395104
12	50.28882455	5.9133318	1389275
13	33.83214646	-118.2794416	206409
14	37.71034324	-122.2121245	425045
15	39.3280367	-120.2401895	167388
16	37.78647887	-122.4035633	57155
17	21.33319329	-157.9205704	28457
18	21.97791164	-159.3494797	34954
19	22.22360372	-159.4673038	1320020
20	40.76117687	-73.98687093	458146
21	30.20155733	-97.66712666	9410
22	40.78622803	-111.9822264	34041
23	33.81299459	-118.1659963	1452430
24	40.64591969	-73.7779355	17417
25	26.07116242	-80.14208794	12840
26	-25.43722915	-49.26710212	589700
27	-23.56449192	-46.65301495	489677
28	-13.01292252	-38.48272597	895997
29	49.27813868	-123.1283846	503162
30	47.44341439	-122.3025513	11319
31	42.36449756	-71.0210216	14264
32	33.94687998	-118.4074924	67662
33	34.01499205	-118.4957944	557278
34	51.50366067	-0.44883888	1103647
35	40.64388454	-73.7828064	23261
36	35.13600564	-90.00556095	395072
37	33.15947816	-117.3507321	25748
38	30.32270665	-97.7395949	5391493
39	33.77176318	-84.38933373	19599
40	30.40531326	-97.8743434	15750
41	33.096558		-117.1996992	17094
42	33.1338901	-117.2062226	790306
43	59.9122539	10.7554542	156058
44	60.1935107	11.09825134	66171
45	42.00957489	-87.88776398	20049
46	45.52279153	-122.6811915	45528
47	38.95428622	-95.25288105	9107
48	39.04133318	-94.59359407	9507
49	50.88306701	4.71592032	385260
50	49.23332044	-123.1012058	378984
51	32.91302203	-96.63752317	9526
52	33.44876521	-112.0750626	190545
53	45.39585563	-122.7521664	209493
54	34.75361892	-86.74097435	84828
55	37.77777043	-122.4228001	413973
56	42.05612038	-80.08674072	505242
57	39.9575398	-82.99533427	24816
58	40.05173071	-82.91527748	133197
59	60.395943		5.308198929	350895
60	60.395943		5.308198929	350895
61	51.50770554	-0.071970349	449679
62	28.55531488	-81.20237125	109919
63	51.95667019	7.635755539	49532
64	53.54410753	9.946102733	1053109
65	6.99543385	100.4376885	2749488
66	7.00471615	100.4913092	4133695
67	13.72712573	100.5143853	835111
68	18.14269888	-65.84628885	527659
69	-28.17040738	153.5420144	834912
70	50.77788892	-1.086099217	1424494
71	51.32972843	-0.108509667	604896
72	51.15592285	-2.52291655	535860
73	43.65358054	-79.38782995	190066
74	60.38882401	5.329468358	1066630
75	55.70541405	13.18675876	58876
76	39.94111681	-75.0254631	17348
77	44.38304132	7.535613597	5535899
78	45.4690684	8.657246167	95654
79	-12.09768594	-77.012465	1337855
80	28.43117564	-81.3080442	34699
81	30.26999103	-97.75540383	324129
82	37.76122411	-122.4348164	652815
83	32.7430128	-117.2492917	166818
84	38.59585757	-121.3864633	315350
85	57.63734335	18.29437222	1349260
86	41.73791703	-72.1993517	587009
87	39.52707205	-85.73344262	478408
88	39.25361638	-84.42614732	274432
89	40.04685367	-86.49198547	236143
90	41.94311284	-87.69778758	365007
91	39.2094718	-94.6475782	33950
92	38.36469233	-82.69729972	972418
93	38.15222383	-85.06956875	1258937
94	38.15881247	-87.54945527	1420804
95	13.7379156	100.5126607	1404851
96	49.00260407	2.562325001	379205
97	9.54811811	123.7751434	990452
98	1.349383627	103.6847998	664429
99	25.1290366	121.7417585	4778382
100	26.9854142	129.564254	892155
1	30.23590912	-97.79513958	22847
2	40.64388454	-73.7828064	23261
3	39.0442361	-94.62074339	17602
4	38.99277608	-94.5952756	17236
5	37.76623674	-96.98147893	232292
6	34.18564603	-97.16569783	64830
7	48.86337875	2.333328717	1500177
8	45.20248367	-0.746830983	1493267
9	44.72474594	5.03296136	1441698
10	46.13026002	6.516775058	1422219
11	50.38100544	3.430709991	1395104
12	50.28882455	5.9133318	1389275
13	33.83214646	-118.2794416	206409
14	37.71034324	-122.2121245	425045
15	39.3280367	-120.2401895	167388
16	37.78647887	-122.4035633	57155
17	21.33319329	-157.9205704	28457
18	21.97791164	-159.3494797	34954
19	22.22360372	-159.4673038	1320020
20	40.76117687	-73.98687093	458146
21	30.20155733	-97.66712666	9410
22	40.78622803	-111.9822264	34041
23	33.81299459	-118.1659963	1452430
24	40.64591969	-73.7779355	17417
25	26.07116242	-80.14208794	12840
26	-25.43722915	-49.26710212	589700
27	-23.56449192	-46.65301495	489677
28	-13.01292252	-38.48272597	895997
29	49.27813868	-123.1283846	503162
30	47.44341439	-122.3025513	11319
31	42.36449756	-71.0210216	14264
32	33.94687998	-118.4074924	67662
33	34.01499205	-118.4957944	557278
34	51.50366067	-0.44883888	1103647
35	40.64388454	-73.7828064	23261
36	35.13600564	-90.00556095	395072
37	33.15947816	-117.3507321	25748
38	30.32270665	-97.7395949	5391493
39	33.77176318	-84.38933373	19599
40	30.40531326	-97.8743434	15750
41	33.096558		-117.1996992	17094
42	33.1338901	-117.2062226	790306
43	59.9122539	10.7554542	156058
44	60.1935107	11.09825134	66171
45	42.00957489	-87.88776398	20049
46	45.52279153	-122.6811915	45528
47	38.95428622	-95.25288105	9107
48	39.04133318	-94.59359407	9507
49	50.88306701	4.71592032	385260
50	49.23332044	-123.1012058	378984
51	32.91302203	-96.63752317	9526
52	33.44876521	-112.0750626	190545
53	45.39585563	-122.7521664	209493
54	34.75361892	-86.74097435	84828
55	37.77777043	-122.4228001	413973
56	42.05612038	-80.08674072	505242
57	39.9575398	-82.99533427	24816
58	40.05173071	-82.91527748	133197
59	60.395943		5.308198929	350895
60	60.395943		5.308198929	350895
61	51.50770554	-0.071970349	449679
62	28.55531488	-81.20237125	109919
63	51.95667019	7.635755539	49532
64	53.54410753	9.946102733	1053109
65	6.99543385	100.4376885	2749488
66	7.00471615	100.4913092	4133695
67	13.72712573	100.5143853	835111
68	18.14269888	-65.84628885	527659
69	-28.17040738	153.5420144	834912
